Name,EventID,Rank,Category,MLB,NFL,NHL
Yngwie Malmsteen,1776,2000,Other Concerts
Alex Under,13751,2000,Other Concerts
Billy Bob Thornton,2748,2000,Other Concerts
Biogen MS Classic Tennis,2294,2000,Tennis
Wrestle Fanfest,13643,2000,More Sports
Dream Theater,1106,2000,Hard Rock
Gary Hoey,9466,2000,Other Concerts
Laugh Out Loud Comedy Tour,7009,2000,Other Theater
Martik & Helen,14760,2000,Other Concerts
Newport Jazz Festival,5350,2000,Other Concerts
Texas Wyoming Ball,6570,2000,Other Concerts
Gary Taylor,14829,2000,Other Concerts
Marty Stuart's Late Night Jam,4030,2000,Festivals and Special Shows
Nick Cannon,6910,2000,Hip Hop and Rap
The 'Jena 6' Empowerment Concert,14340,2000,Other Concerts
The Tea Party,7107,2000,Other Concerts
Historic Sports Car Festival,6496,2000,Other Sports
Showtime Championship Boxing,10429,2000,Other Sports
Kentucky Colonels,6320,2000,White Division
Cherry Monroe,8624,2000,Other Concerts
Bruce Bruce,3965,2000,Comedy Shows
IBE Music Heritage Festival,7192,2000,Other Concerts
Detour,11105,2000,Other Concerts
K-Earth 101 Legends Concert,1739,2000,Other Concerts
Sexaholix,2853,2000,Other Theater
Writer's Block,4304,2000,Other Theater
Progpower,4301,2000,Festivals and Special Shows
Saxon,1267,2000,Other Concerts
Von Bondies,5397,2000,Other Concerts
Coca-Cola 600 Qualifying,9687,2000,Other Sports
360 Smile,10774,2000,Other Concerts
Baby Disco,11605,2000,Other Concerts
Cape Fear Fire Antz,6141,2000,Minor League Hockey
Kentucky Wildcats Football,437,2000,SEC
Fat Boy Slim,1750,2000,Other Concerts
Heathrow Gunn,10937,2000,Other Concerts
Harmony,4820,2000,Other Theater
Paco Pena Flamenco Dance Company,11366,2000,Other Theater
Loreena McKennitt,12618,2000,Other Concerts
Monsters of Mock,11155,2000,Other Concerts
Strangefolk,11229,2000,Other Concerts
The Jump Off,10471,2000,Other Concerts
NBA All-Star Pregame Party,8576,2000,Other Sports
Albany Great Danes Mens Basketball,5920,2000,More NCAA Basketball
Bruce In The USA-Tribute,7179,2000,Other Concerts
A Perfect Ganesh,13135,2000,Other Theater
Crystal Lewis,2206,2000,Other Concerts
Jimmy Buffett,397,7,Classic Rock
Larkin Mcllwaine & Assad,11928,2000,Other Concerts
Patti Scialfa,5718,2000,Other Concerts
Robert Cornelius 7,13164,2000,Other Concerts
Tribute to Stevie Ray Vaughan,10287,2000,Alternative Rock
AC Milan,4467,2000,Other Sports
American Fleadh,4180,2000,Other Concerts
Blind Guardian,9940,2000,Other Concerts
Northern Colorado Bears Mens Basketball,14352,2000,NCAA Basketball
Echo and the Bunnymen,1984,2000,Other Concerts
Giulio Cesare,2948,2000,Other Concerts
Disney's Cinderella Kids and Disney's Jungle Book,11812,2000,Other Theater
Love & Happiness Comedy Show,8254,2000,Other Theater
Maysa,5799,2000,Hip Hop and Rap
North Carolina Symphony,13221,2000,Other Concerts
Soft Cell,3724,2000,Other Concerts
IUP Bears Mens Basketball,7796,2000,Other Sports
Super Bowl Body Doubles Party,8345,2000,Other Sports
West Virginia Mountaineers Womens Basketball,3394,2000,BIG EAST
Charlie Murphy,7336,2000,Other Theater
International Wine and Food Festival,7152,2000,Festivals and Special Shows
Dio,1318,2000,Other Concerts
KCRW's World Festival,7166,2000,Festivals and Special Shows
Stage Fright,10830,2000,Other Theater
Radio 104 Festival,2767,2000,Other Concerts
Self Against City,12514,2000,Other Concerts
The Veronicas,8593,2000,Pop
We Love Pops - A Tribute to Louis Armstrong,11398,2000,Other Concerts
A Christmas Celtic Sojourn,14558,2000,Other Concerts
Battery,8750,2000,Hard Rock
Pensacola Ice Pilots,6117,2000,Minor League Hockey
Fordham Rams Football,3705,2000,Patriot
Firebox,13462,2000,Other Concerts
Hip Hop Jam 95.5,2673,2000,Other Concerts
If it Bleeds it Leads-Triplette,10515,2000,Other Theater
Prince & The Pauper,2297,2000,Other Theater
Lubriphonic,11736,2000,Other Concerts
Mr. Blotto,3839,2000,Other Concerts
Summer Dance Party,13418,2000,Other Concerts
The Moffatts,1399,2000,Other Concerts
Daytona 250,2454,2000,Nascar
NHRA O'Reilly Fall Nationals,7596,2000,Other Sports
Hampton Pirates Mens Basketball,3847,2000,More NCAA Basketball
Buzz Oven,10214,2000,Other Concerts
American Ballet Theatre,2054,2000,Other Theater
Daniel Johnston,12865,2000,Other Concerts
Johannes Linstead,11526,2000,Other Concerts
Leela James,8698,2000,Other Concerts
The Weir,1476,2000,Other Theater
Perfect Enemy,10539,2000,Other Concerts
Rockin Roadhouse Tour,2825,2000,Other Concerts
Type O Negative,891,2000,Other Concerts
Atlantic 10 Mens Basketball Tournament,1639,2000,Other Sports
Andy Garcia,8828,2000,Other Concerts
World Sumo League,9660,2000,Other Sports
Bob Marley Roots Rock Reggae Festival,5549,2000,Other Concerts
Eastern Kentucky Colonels Baseball,3155,2000,Special Baseball
Elisabeth Withers,14185,2000,Other Concerts
Grace Potter and the Nocturnals,10113,2000,Other Concerts
Ecoboutiquo Fashion Show,10990,2000,Other Theater
Match,5227,2000,Other Theater
Metal Crusaders Tour,8906,2000,Other Concerts
Omara Portuondo,1082,2000,Other Concerts
Sounds of the Underground,7026,2000,Festivals and Special Shows
The Commitments,10068,2000,Other Concerts
Laila Ali,6623,2000,Other Sports
Super Bowl Stadium Club Pre-Game Party,6694,2000,Other Sports
MIchigan Tech Huskies Hockey,6180,2000,College Hockey
LSU Tigers Womens Basketball,3228,2000,SEC
Classic Soul Tour,2619,2000,Other Concerts
Jacky Cheung,12695,2000,Other Concerts
DMX,4302,2000,Hip Hop and Rap
Tapestry,6534,2000,Other Theater
Raul Di Blasio,4694,2000,Other Concerts
She Wants Revenge,7899,2000,Alternative Rock
Those Sensuous Seductive 70's,13370,2000,Other Concerts
Will Hoge,8188,2000,Other Concerts
Aaron Neville,975,2000,R&B
Bell Biv Devoe,14528,2000,Other Concerts
Copper World Classic,14333,2000,Nascar
Copa Panamericana Soccer Tournament,13446,2000,More Sports
Four Letter Lie,10865,2000,Other Concerts
Cinderella's Christmas,11942,2000,Other Theater
Hoop It Up Slam Jam After Party,13801,2000,Other Concerts
Jenny Magnus,14269,2000,Other Theater
Mad Sick Head Nuh Good,6038,2000,Other Concerts
NABC College All Star Challenge,5194,2000,Other Concerts
Swampp Gass,14638,2000,Other Concerts
The Plastic Constellations,9264,2000,Other Concerts
Extreme Wars,9518,2000,Other Sports
Paulie Ayala,2589,2000,Other Sports
Portland State Vikings Mens Basketball,6010,2000,More NCAA Basketball
Carina Round,13839,2000,Other Concerts
Baby Jane,1633,2000,Other Theater
David Bazan,9350,2000,Other Concerts
Johnny Headband,11782,2000,Other Concerts
Reckless,5846,2000,Other Theater
Lil Romeo,2067,2000,Other Concerts
Triumph's Poopapalooza,11601,2000,Other Theater
Physical Graffiti,680,2000,Other Concerts
Rosehill Drive,10373,2000,Other Concerts
US Air Guitar Championships,13009,2000,Other Concerts
Bombardier Learjet 500,3993,2000,Nascar
Antony and the Johnsons,7236,2000,Other Concerts
Derby Festival Basketball Festival,12737,2000,Other Basketball
Boston Pops,106,2000,Classical and Orchestra
New England Patriots,592,40,AFC East
Eric Benet,7470,2000,Other Concerts
Groovestain,5879,2000,Other Concerts
Flamenco Sepharad,14697,2000,Other Theater
Michigan Music Fest 2006,9641,2000,Other Concerts
Out For Hours,13510,2000,Other Concerts
St Francis D'Assise,3638,2000,Other Concerts
The Edge of Jazz,4443,2000,Other Concerts
McDonald's City-Suburban Showdown,5154,2000,Other Sports
TigerFest,14582,2000,Other Sports
Winter Games/Cross Country Skiing,2220,2000,Winter Games
Colette,13246,2000,Other Concerts
Jask,13956,2000,Other Concerts
Down Home Blues Festival,10145,2000,Other Concerts
Kix,5836,2000,Other Concerts
The Comedy Festival,7798,2000,Other Theater
Reggae Sunsplash,9906,2000,World Concerts
Simple Plan,4090,2000,Other Concerts
To Live Is To Die,8778,2000,Other Concerts
World Music Awards,5804,2000,Other Concerts
Against All Authority,6870,2000,Other Concerts
Beyonce,4987,2000,R&B
Superbowl of Motorsports,3896,2000,Nascar
NHRA US Nationals Drag Racing,13403,2000,More Sports
Front Line Assembly,12842,2000,Other Concerts
Company,8466,2000,Musicals
HR,13855,2000,Other Concerts
Kevin Pollack,7343,2000,Other Theater
Marcus Miller Band,9474,2000,Other Concerts
Nekromantix,9276,2000,Other Concerts
Tattoo the Earth,2679,2000,Other Concerts
The Search,13008,2000,Other Concerts
Georgia 500,3957,2000,Other Sports
Robin Reid,7487,2000,Other Sports
William and Mary Tribe Mens Basketball,5008,2000,More NCAA Basketball
Cece Winans,4322,2000,R&B
Billy Connolly,2566,2000,Other Theater
Deanna Bogart,8111,2000,Other Concerts
Joshua James,14039,2000,Other Concerts
Rugrats,743,2000,Other Theater
Lizz Wright,7302,2000,Other Concerts
Warren Miller's 'Playground',14413,2000,Other Theater
Polish Muslims,11673,2000,Other Concerts
Salvatore Adamo,6510,2000,Other Concerts
Vertigo,8096,2000,Other Concerts
Casino Magic 500,1687,2000,Other Sports
Ted Williams Tribute,3047,2000,
Ashlee Simpson,6389,2000,Other Concerts
Chrysler Championship,2977,2000,Golf
Illinois Fighting Illini Football,367,2000,Big Ten
Evgeny Kissin,7090,2000,Other Concerts
Halo Stereo,11521,2000,Other Concerts
George Wallace,6483,2000,Other Theater
Night on the Red Carpet,14373,2000,Other Theater
Minnie Driver,6280,2000,Other Concerts
Party On Cloud 9,13292,2000,Other Concerts
Stephen Pearcy,8204,2000,Other Concerts
The Golden Boys,2860,2000,Country and Folk
Molson Indy Vancouver,3044,2000,Other Sports
US Men's National Soccer,7459,2000,International Soccer
UTEP Miners Mens Basketball,3704,2000,CONFERENCE USA
Brandtson,10246,2000,Other Concerts
Kenny Kost,13241,2000,Boxing
Cory Morrow,8335,2000,Other Concerts
Jei Labor Day Bash,10672,2000,Other Concerts
Ktu's Beatstock,12996,2000,Other Concerts
The Lady With All the Answers,7119,2000,Other Theater
Richard Nader Doo Wop Show,4235,2000,Other Concerts
Slum Village,13168,2000,Other Concerts
Total Chaos,14131,2000,Other Concerts
Young Blood Brass Band,9513,2000,Other Concerts
Alice Cooper,19,2000,Other Concerts
Billy Joe Shaver,5700,2000,Other Concerts
Estyle.com Classic,2028,2000,Tennis
Drew Neely,12211,2000,Other Concerts
Smiling Assassins,4020,2000,Other Concerts
Toy Tiger Reunion 2,10619,2000,Other Concerts
Youth Concert,6548,2000,Other Concerts
Alive,9866,2000,Other Concerts
Birdmonster,9862,2000,Other Concerts
Holiday Tennis Challenge,2366,2000,Tennis
Drowning Pool,6227,2000,Hard Rock
Gear Daddies,11544,2000,Other Concerts
Leftover Stories To Tell,11490,2000,Other Theater
Mary Mary,2864,2000,Other Concerts
Nicole Atkins,14719,2000,Other Concerts
The Acacia Strain,11684,2000,Other Concerts
The Toasters,8200,2000,Other Concerts
Honduras Soccer,4488,2000,Other Sports
Solo Boxeo Miller,8658,2000,Other Sports
Jacksonville Wave,6317,2000,Blue Division
Burn This,3713,2000,Other Theater
Idlewild,6509,2000,Other Concerts
Deuce Dirty,11809,2000,Other Concerts
K92FM All Star Acoustic Jam,6377,2000,Other Concerts
Shields & Yarnell,9527,2000,Other Theater
Your Ideas Suck,14262,2000,Other Theater
Psalm One,9994,2000,Other Concerts
Scary Kids Scaring Kids,13489,2000,Other Concerts
Vusi Mahlasela,12296,2000,Other Concerts
Columbus Clippers,1947,2000,Minor League Baseball
5150,11943,2000,Other Concerts
Back to School Bash,13807,2000,Other Concerts
Corpus Christi Rayz,6102,2000,Minor League Hockey
Florida International Panthers Football,7840,2000,Sun Belt
Fearless Planet Tour,5181,2000,Other Concerts
Hector 'El Father' y Algarete,12276,2000,Other Concerts
Heartbeat,12433,2000,Other Theater
Passion Conference,12135,2000,Other Theater
Los Angeles Master Chorale,5779,2000,Other Concerts
Strays Don't Sleep,9648,2000,Other Concerts
The Knitters,14410,2000,Other Concerts
Wladimir Klitschko,5272,2000,Other Sports
Big Apple Classic,14319,2000,More NCAA Basketball
Bryan Ferry,3414,2000,Other Concerts
A Thousand Clowns,1764,2000,Other Theater
Culbertson/Brown/Botti,4442,2000,Other Concerts
Jimmy Walker,2608,2000,Other Concerts
Las Noches De Salon Mexico,7050,2000,Other Concerts
The Retreat from Moscow,4791,2000,Other Theater
Paul Brady,11478,2000,Other Concerts
Robert Randolph & The Family Band,4756,2000,Blues and Jazz
Tricky,10157,2000,Other Concerts
AHL All-Star Skills Competition,3827,2000,Other Sports
American Youth Symphony and L.A. Children's Chorus,7531,2000,Other Concerts
Blitzen Trapper,14741,2000,Other Concerts
Wofford College Terriers Womens Basketball,14505,2000,NCAA Basketball
Army Black Knights Hockey,3104,2000,College Hockey
Edgar Winter Band,7056,2000,Hard Rock
Glen Miller Orchestra,325,2000,Other Concerts
Do As You're Told,14104,2000,Other Theater
McDonald's Gospelfest,4061,2000,Other Concerts
Now It's Overhead,11081,2000,Other Concerts
Soledad Brothers,8776,2000,Other Concerts
The Blues On Tour,5313,2000,Other Concerts
Jamestown Jammers,7273,2000,Other Sports
Super Bowl Dan Marino & Jermaine Dupree,12390,2000,Other Sports
Penn State Nittany Lions Womens Basketball,3294,2000,BIG TEN
Christine Lavin,11099,2000,Other Concerts
Iris Dement,11921,2000,Other Concerts
Dirtbombs,8665,2000,Other Concerts
Keith Emerson,5480,2000,Other Concerts
Stephen Sondheim,14303,2000,Other Theater
Radio Rich's Classics Band,11196,2000,Other Concerts
Serena Maneesh,10254,2000,Other Concerts
The Waterboys,14392,2000,Other Concerts
Weekend Wednesdays,10955,2000,Other Concerts
A Global Threat,13205,2000,Other Concerts
Battleground,10089,2000,Other Concerts
Rochester Americans,6083,2000,Minor League Hockey
Western Carolina Catamounts Football,1408,2000,Southern
First Nights: Mozart,7542,2000,Other Concerts
His Name Is Alive,9456,2000,Other Concerts
Imaginary Friends,3726,2000,Other Theater
Progressive Fashion on Ice,13662,2000,Other Theater
Lucio Dalla,14054,2000,Other Concerts
MTV Taping,5481,2000,Other Concerts
Summer Old School Jam,3035,2000,Other Concerts
The Mountain's Winter Warmth Concert,7857,2000,Other Concerts
Derby County FC,2329,2000,Other Sports
NIT Season Tip-Off,6225,2000,Other Sports
Indiana State Sycamores Mens Basketball,3687,2000,More NCAA Basketball
Cactus,13703,2000,Other Concerts
An Evening with Harry Carrie and Garp,9658,2000,Other Theater
Danielle Peck,10158,2000,Other Concerts
John Corbett,8865,2000,Other Concerts
Legends Live,1840,2000,Other Concerts
The World of Nick Adams,3648,2000,Other Theater
Pesado,12251,2000,Other Concerts
Rocky Denis,8975,2000,Other Concerts
UB40,5675,2000,Pop
Auto Club of Southern California NHRA Finals,3647,2000,Other Sports
XM Satellite Radio Indy 300,3949,2000,Other Sports
Bobby Brown,7771,2000,Other Concerts
Holy Cross Crusaders Baseball,3191,2000,Special Baseball
Elvis Costello,273,2000,Alternative Rock
Grandaddy,4683,2000,Other Concerts
Eleanor,268,2000,Other Theater
McReele,6876,2000,Other Theater
Metal-some Monday,5878,2000,Other Concerts
One Dead Three Wounded,12385,2000,Other Concerts
Southeast Guitar Ensemble,12123,2000,Other Concerts
The Cramps,10793,2000,Other Concerts
Leeds FC,2323,2000,Other Sports
New Hampshire Wildcats Hockey,6183,2000,College Hockey
Florida International Panthers Womens Basketball,6312,2000,SUN BELT
Clay Cook,5875,2000,Other Concerts
Jake Shimabukuro,14758,2000,Other Concerts
Dokken,7873,2000,Other Concerts
Kill Whitney Dead,13199,2000,Other Concerts
Teens of Comedy,8062,2000,Other Theater
Ray LaMontagne,6615,2000,Other Concerts
Sherry Drake,13545,2000,Other Concerts
Three Score: The Berklee Anniversary Concert,8401,2000,Other Concerts
Willie Nelson's Fourth of July Picnic,4222,2000,Other Concerts
Abigail Washburn,9968,2000,Other Concerts
Bellydance Superstars,8141,2000,Other Concerts
Dodge Dealers 400,7206,41,Nascar
EPW Women's Pudding Wrestling,13340,2000,More Sports
Franco De Vita,2994,2000,Other Concerts
Cirque du Soleil: Alegria,10322,2000,Other Theater
Horse the Band,11949,2000,Other Concerts
Jim Gaffigan,8165,41,Comedy Shows
Mady Kouyate,12560,2000,Other Concerts
Naked Raygun,12435,2000,Other Concerts
Switched,8617,2000,Other Concerts
The Pretty Things,14776,2000,Other Concerts
FC Porto,5516,2000,Other Sports
Pete Newell Challenge,1457,2000,Other Sports
Sacramento State Hornets Mens Basketball,6018,2000,More NCAA Basketball
Carlinhos Brown,12785,2000,Other Concerts
Ballet Folklorico,1044,2000,Other Theater
David Cox,5476,2000,Other Concerts
Johnny Rev,8683,2000,Other Concerts
Lily Allen,10617,2000,Pop
Pigeon John,12563,2000,Other Concerts
Roy Clark,1093,2000,Other Concerts
UUU Reunion Party,12519,2000,Other Concerts
Breeders Cup,111,2000,Other Sports
April Wine,7069,2000,Other Concerts
Lebron James/Allen Iverson Allstar Weekend,12362,2000,Other Basketball
Tennessee Titans,848,36,AFC South
Eric Johnson Band,1636,2000,Other Concerts
Grupo Fantasma,9586,2000,Other Concerts
Folies Bergere,3526,2000,Other Theater
Moscow Ballet's Great Russian Nutcracker,7652,2000,Ballet and Dance Shows
Oxegen Music Festival,7247,2000,Other Concerts
Stabbing Westward,1854,2000,Other Concerts
The Ex,11773,2000,Other Concerts
Mesquite Championship Rodeo,3320,2000,Other Sports
Toronto Maple Leafs Alumni,6610,2000,Other Sports
Winter Games/Medal Ceremony,2446,2000,Winter Games
Columbia Independence Party,10103,2000,Other Concerts
Jason Isbell,13113,2000,Other Concerts
Doyle Lawson,8253,2000,Other Concerts
KMEL Block Party,10019,2000,Other Concerts
The Devils,10907,2000,Other Theater
Regina Bell,6685,2000,Other Concerts
Sindust,11415,2000,Other Concerts
Toga Theme Party,10676,2000,Other Concerts
Aimard Plays Brahms,7547,2000,Other Concerts
Bicycle Tricycle,9344,2000,Other Concerts
US Motorsports Racing,3618,2000,Nascar
Red Bull US Grand Prix - Qualifying,13558,2000,More Sports
Fulcrum Point,9945,2000,Other Concerts
Copacabana,1048,2000,Other Theater
Human Television,10123,2000,Other Concerts
King of Glory,7356,2000,Other Theater
Mariachi USA Festival,2734,2000,Other Concerts
Nevermind,13622,2000,Other Concerts
The Sights,12057,2000,Other Concerts
GNC Live Well 200,1995,2000,Other Sports
Rolex 24 at Daytona,11957,2000,Other Sports
ABA All Star Game,8517,2000,Other Basketball
Celia Cruz,2696,2000,Other Concerts
Blackbird,12282,2000,Other Theater
Jrock Revolution Festival,12968,2000,Other Concerts
Safety Last,14317,2000,Other Theater
Local Rock Showcase,10885,2000,Other Concerts
What About Dick?,14541,2000,Other Theater
Pop N Rock Concert,4516,2000,Other Concerts
Samite,9614,2000,Other Concerts
Vic Chesnutt,8299,2000,Other Concerts
Central State University-Ohio Football,9245,2000,Other Sports
Women's Journey of Faith 'True Purpose' Conference,7527,2000,
Asylum Street Spankers,8275,2000,Other Concerts
Gridiron Greats Celebrity Golf Tournament,14743,2000,Golf
Exotica: Surfin' In Chicago,13386,2000,Other Concerts
Hank Williams Jr,1503,2000,Country and Folk
Girl of the Golden West,3522,2000,Other Theater
Nobody Don't Like Yogi,6420,2000,Other Theater
Steve Cole,13996,2000,Other Concerts
The Great Crusaders,10389,2000,Other Concerts
Monte Barrett,7486,2000,Other Sports
US Team Trials Track & Field,5562,2000,Other Sports
Northern Illinois Huskies Mens Basketball,3679,2000,MAC
Brazilian Girls,6884,2000,Other Concerts
Oleg Maskaev,14020,2000,Boxing
Country Fest,12719,2000,Other Concerts
Jennifer Wertz,13945,2000,Other Concerts
Kutless,6588,2000,Other Concerts
The Lion the Witch and the Wardrobe,11399,2000,Other Theater
TCU Horned Frogs Mens Basketball,3702,2000,MOUTAIN WEST
Breathing Underwater,12034,2000,Other Concerts
Shane Mosley,1626,2000,Boxing
Country: A Celebration of America's Music,8100,2000,Other Concerts
Jerry Butler,3466,2000,R&B
KZLA Class of 2006,3922,2000,Other Concerts
Ricky Jay and His 52 Assistants,11589,2000,Other Concerts
Tracy Byrd,883,2000,Other Concerts
Z90.3 Birthday Bombucha,9664,2000,Other Concerts
All Star Cruise Jam Session,10552,2000,Other Concerts
Bjork,2087,2000,Alternative Rock
Serving up Aces,12962,2000,Tennis
Quad City Steamwheelers,5827,2000,Midwest
Dueling Pianos,12921,2000,Other Concerts
Geno Delafose,11109,2000,Other Concerts
Dead Sea Scrolls Exhibit,13399,2000,Other Theater
Les Liaisons Dangereuses,10839,2000,Plays
Nightmare Before X-Mas,7927,2000,Other Concerts
The Alien Blakk,13314,2000,Other Concerts
Howard Stern Boxing,2867,2000,Other Sports
Southeast Missouri State Redhawks Football,8871,2000,Other Sports
Binghamton Bearcats Womens Basketball,7845,2000,Other Women's College Basketball
Caillou,3593,2000,Family Shows
IL Divo,7870,2000,Other Concerts
DeVotchKa,9668,2000,Other Concerts
Kalichstein-Laredo-Robinson Trio,13079,2000,Other Concerts
Sight Unseen,5547,2000,Other Theater
Scintas,2826,2000,Other Concerts
Wanee Festival,6625,2000,Other Concerts
7th Cycle,11505,2000,Other Concerts
Bad Medicine,8311,2000,Other Concerts
Fort Wayne Komets,6155,2000,Minor League Hockey
Idaho Vandals Football,3406,2000,WAC
Femi Kuti,7028,2000,Other Concerts
Helen Thomas,1463,2000,Other Concerts
Here Lies Jenny,5702,2000,Other Theater
Pauly Shore,11192,2000,Other Theater
Moonspell,9982,2000,Other Concerts
String Academy Faculty,13189,2000,Other Concerts
The Last Vegas,8684,2000,Other Concerts
California Poly Mustangs Mens Basketball,5930,2000,More NCAA Basketball
Buck O Nine,123,2000,Other Concerts
Abigail's Party,7999,2000,Other Theater
Cute is What We Aim For,10020,2000,Other Concerts
Jingle Mingle,1379,2000,Other Concerts
Latin Jazz,5538,2000,Other Concerts
The Scintas,12920,2000,Other Theater
Paul Oakenfold,1385,2000,Other Concerts
Robinella,9741,2000,Other Concerts
All Star and Celebrity Basketball Game,9917,2000,Other Sports
Amorphis,6901,2000,Other Concerts
Bloodhound Gang,1387,2000,Other Concerts
Eek A Mouse,264,2000,Other Concerts
Global Divas,4445,2000,Other Concerts
Don Giovanni,2178,2000,Other Theater
Mack Dawg Film Tour,10622,2000,Other Theater
Meat Puppets,14444,2000,Other Concerts
O-Town,1571,2000,Other Concerts
Solomon Burke,4203,2000,Other Concerts
The Boys of the Lough,12593,2000,Other Concerts
Jimmy Lange,7504,2000,Other Sports
Super Bowl Game Bash,12368,2000,Other Sports
Memphis Tigers Womens Basketball,3242,2000,CONFERENCE USA
Christopher O' Riley,5795,2000,Other Concerts
Isabel Pantoja,5339,2000,World Concerts
Disco Biscuits,2685,2000,Hard Rock
Kelley Hunt,9981,2000,Other Concerts
Raghav,6742,2000,Other Concerts
Seven,10286,2000,Other Concerts
The Who,965,2000,Classic Rock
Westbound Train,12465,2000,Other Concerts
A Night of Healing,4677,2000,Other Concerts
BB Kings 80th Birthday Celebration,6977,2000,Other Concerts
Springfield Falcons,6090,2000,Minor League Hockey
Allstate 400 Practice & Qualifying,12886,2000,More Nascar
Five Iron Frenzy,4890,2000,Other Concerts
Hogjaw,10367,2000,Other Concerts
Inherit the Wind,12490,2000,Other Theater
Luisa Fernanda,10427,2000,Pop
Murder In a Tuxedo,11411,2000,Other Concerts
Sun Domingo,9487,2000,Other Concerts
The Musical Outfits,11150,2000,Other Concerts
Diego Corrales,7670,2000,Other Sports
North Dakota State University Bison Football,1286,2000,Big Ten
Lafayette College Leopards Mens Basketball,5974,2000,More NCAA Basketball
Calibash,12646,2000,Other Concerts
Andrew Goldenhersh,10460,2000,Other Theater
Daphne Loves Derby,12680,2000,Other Concerts
John Hammond Jr,9486,2000,Other Concerts
Lennox,10717,2000,Other Concerts
Thousands of Years Rome,14686,2000,Other Theater
Peter Cincotti,5704,2000,Other Concerts
Rodney Crowell,1556,2000,Other Concerts
Ultimate Oldies,894,2000,Other Concerts
Bank of the West Classic,4533,2000,Other Sports
Animal Planet,7164,2000,Other Concerts
Anaheim Angels Season Ticket Packages,13482,2000,Other Baseball
Bobby Short,2058,2000,Other Concerts
Kentucky Wildcats Baseball,3223,2000,Special Baseball
Elvis Wade,1108,2000,Other Concerts
Great American Concert,7324,2000,Other Concerts
Ennio Morricone,11392,2000,Other Theater
MF Doom,13669,2000,Other Concerts
One Night With Lite,2291,2000,Other Concerts
Spam Allstars,11198,2000,Other Concerts
The Cured,13306,2000,Other Concerts
Leonard Dorin,5527,2000,Other Sports
Supreme Fighting Challenges,8676,2000,Other Sports
Quinnipiac Braves Hockey,6188,2000,College Hockey
Fresno State Bulldogs Womens Basketball,3172,2000,WAC
Clifford Antone's Blue X-Mas,7985,2000,Other Concerts
James & Randy Bachman,6546,2000,Other Concerts
Don Henley,249,2000,Classic Rock
Kind Hot Sorta Blue,11868,2000,Other Concerts
THC Comedy Tour,12188,2000,Other Theater
Real Playaz Ball,8473,2000,Other Concerts
Shirley Horn Trio,1095,2000,Other Concerts
Thunderhead-A Tribute To Rush,9718,2000,Other Concerts
Academy of Country Music Awards,1697,2000,Awards and TV Shows
Ben Kweller,4041,2000,Other Concerts
Georgia Boot 400,1376,2000,Nascar
Governer's Cup 200,12930,2000,More Sports
Frankie Knuckles,9876,2000,Other Concerts
Hot 99.5 Anniversary Show,2893,2000,Other Concerts
Joe Rogan,7971,2000,Other Theater
Magnolia Electric Co,8771,2000,Other Concerts
Napalm Death,8296,2000,Other Concerts
System of a Down,2457,2000,Other Concerts
The Rakes,9892,2000,Other Concerts
FIBA World Championship,10727,2000,Other Sports
PIAA Basketball Championship,4126,2000,Other Sports
Siena Saints Mens Basketball,6026,2000,More NCAA Basketball
Carnival in July - Brazilian Festival,9922,2000,Other Concerts
Barnums Kaleidoscape,1043,2000,Other Theater
David Halen,13540,2000,Other Concerts
Jon Dee Graham,10999,2000,Other Concerts
Rich Little,4706,2000,Other Theater
Lindsay Lohan,6504,2000,Other Concerts
Tyler Perry's What's Done In the Dark,9661,2000,Other Theater
Pink Floyd,681,2000,Country and Folk
Ruben Studdard,4644,2000,Other Concerts
Valentine's Ball,8422,2000,Other Concerts
Brooklyn Cyclones,3295,2000,Other Sports
Arch Martin Quartet,14108,2000,Other Concerts
Pepsi Blue & Gold Classic,11672,2000,Other Basketball
Chicago Bears,159,2000,NFC North
Erin McKeown,10533,2000,Other Concerts
Guitars & Saxes,2903,2000,Other Concerts
MTV Movie Awards,1971,2000,Awards and TV Shows
Midnight Star,8695,2000,Other Concerts
P Diddy,699,2000,Other Concerts
Standing In the Shadows of Motown,4226,2000,Other Concerts
The Fabulous Johnson Brothers,9043,2000,Other Concerts
Michigan 250,2480,2000,Other Sports
Toughman Contest,5219,2000,Other Sports
Winter Games/Super G,2509,2000,Winter Games
Company of Thieves,11898,2000,Other Concerts
Jay Black,388,2000,Pop
Koerner & Glover,14626,2000,Other Concerts
The Farnsworth Invention,9223,2000,Other Theater
Rendezvous All Stars,9634,2000,Other Concerts
Sir James Galway,3882,2000,Other Concerts
X-Fest,1101,2000,Other Concerts
Akon,12163,2000,Other Concerts
Big Daddy's Doo Wop SH'bop,8116,2000,Other Concerts
Super Bowl Gridiron Greats Party,14745,2000,More Sports
Funkmaster Flex,4571,2000,Other Concerts
Kramer on Seinfeld,10898,2000,Other Theater
New Jack Tour,8482,2000,Other Concerts
Teddy Geiger,8476,2000,Alternative Rock
The Skies Revolt,10258,2000,Other Concerts
Grand National Rodeo,3039,2000,Other Sports
Royal Winter Fair - Horse Show,4675,2000,Other Sports
MLK Day Challenge,7979,2000,Other Basketball
Century Media,11279,2000,Other Concerts
Deconstruct,9074,2000,Other Concerts
Judah Johnson,10056,2000,Other Concerts
Same Old Song,14703,2000,Other Theater
Where the Wild Things Are,12464,2000,Other Theater
